lead_id,company_name,industry_code,industry_name,lead_source,product_interest,inquiry_text,office_country,created_at,last_contacted_at,company_size,annual_revenue,lead_score,pages_viewed,requested_demo,sales_notes,constant_source,converted
50146,Acme Analytics,MFG,Manufacturing,Webinar,Analytics platform,"Procurement requested details about compliance, pricing, and security",Canada,2025-05-17,2025-05-06,392,8985106.65,NA,4,0,needs security review,crm_export,1
50147,Acme Solutions,EDU,Education,,Customer data platform,Looking for customer data platform for a sales team before Q2,Deutschland,2024-11-08,2024-09-01,38,888079.36,48.4,0,0,,crm_export,0
50148,Summit Solutions,TRVL,Travel,Paid search,Customer data platform,Asked about pricing for customer data platform and onboarding support,India,2024-04-17,2024-07-27,77,15292768.25,69.9,5,0,NA,crm_export,1
50149,Nimbus Systems,EDU,Education,Webinar,Analytics platform,Looking for analytics platform for a operations team before Q4,United States of America,2022-10-17,2022-01-15,13,25053387.56,59.0,3,0,asked about pricing,crm_export,0
50150,Vertex Analytics,FIN,Finance,Cold email,CRM integration,Wants a demo focused on reporting and integration options,Spain,2023-07-28,,37,6353144.1,34.3,10,0,needs security review,crm_export,0
50151,Summit Analytics,RETL,Retail,Cold email,Marketing automation,Comparing vendors for marketing automation after a failed BI tool rollout,Australia,2025-07-07,2025-08-19,76,19695914.02,54.0,1,0,,crm_export,1
50152,Acme Solutions,TECH,Technlogy,,CRM integration,Asked about pricing for crm integration and onboarding support,United Kingdom,2021-12-03,2021-10-15,83,15691251.35,47.1,3,0,NA,crm_export,1
50153,Summit Group,RETL,Retail,Referral,Marketing automation,Needs help replacing legacy BI tool with marketing automation,Brazil,2024-07-17,2024-11-15,201,8563935.79,58.9,6,1,follow up next quarter,crm_export,1
50154,Vertex Labs,TRVL,Travel,Partner,Data warehouse,Wants a demo focused on lead scoring and integration options,Australia,2021-08-17,2021-03-01,54,10328876.54,46.6,2,0,NA,crm_export,0
50155,Acme Group,EDU,Education,Webinar,Customer data platform,Needs help replacing legacy BI tool with customer data platform,Brasil,2021-06-24,2021-11-21,31,3055056.81,84.4,8,1,follow up next quarter,crm_export,0
50156,Vertex Systems,FIN,Finance,Website,Security audit,Looking for security audit for a operations team before Q3,Spain,2025-06-06,2025-08-02,20,7286629.31,53.9,5,0,,crm_export,0
50157,Vertex Group,RETL,Retail,Cold email,Marketing automation,Asked about pricing for marketing automation and onboarding support,Australia,2024-09-20,2024-10-02,102,14795193.78,61.5,7,0,follow up next quarter,crm_export,1
50158,Vertex Group,HLTH,Healthcare,LinkedIn,Forecasting dashboard,Asked about pricing for forecasting dashboard and onboarding support,Brazil,2022-09-03,2022-03-01,93,,46.0,10,0,,crm_export,0
50159,Nova Systems,MFG,Manufacturing,Webinar,Marketing automation,Wants a demo focused on forecasting and integration options,U.S.,2024-04-24,2024-06-11,68,2047962.71,51.6,7,1,,crm_export,1
50160,Summit Solutions,RETL,Retail,Website,Data warehouse,"Procurement requested details about forecasting, pricing, and security",Brazil,2024-02-01,2024-10-24,12,1052849.86,100.0,5,0,,crm_export,1
50161,Acme Solutions,EDU,Education,Referral,Data warehouse,Looking for data warehouse for a sales team before Q1,France,2021-12-11,2021-05-28,238,15785200.58,69.0,4,1,needs security review,crm_export,0
50162,Nova Systems,MFG,Manufacturing,,Customer data platform,Wants a demo focused on lead scoring and integration options,India,2021-03-10,2021-08-24,238,7540795.28,24.8,6,0,,crm_export,0
50163,Vertex Group,FIN,Finance,,Analytics platform,Comparing vendors for analytics platform after a failed spreadsheet rollout,France,2021-01-18,2021-02-12,389,7188345.67,46.2,15,1,asked about pricing,crm_export,1
50164,Nimbus Group,HLTH,Healthcare,Referral,Forecasting dashboard,"Procurement requested details about lead scoring, pricing, and security",United States,2024-09-16,2024-02-16,59,24636990.31,60.6,7,1,,crm_export,0
50165,BluePeak Labs,TRVL,Travel,LinkedIn,Forecasting dashboard,Needs help replacing legacy CRM with forecasting dashboard,Italia,2022-11-06,2022-10-09,67,28648945.64,76.6,3,0,needs security review,crm_export,0
50166,Acme Solutions,MFG,Manufactring,Cold email,CRM integration,Needs help replacing legacy BI tool with crm integration,USA,2024-02-10,2024-09-15,43,11292657.58,15.7,8,0,,crm_export,0
50167,Acme Group,MFG,Manufacturing,Webinar,CRM integration,Looking for crm integration for a operations team before Q3,USA,2024-11-19,2024-06-03,85,5614080.18,30.1,7,0,asked about pricing,crm_export,0
50168,BluePeak Solutions,RETL,Retail,Website,CRM integration,Looking for crm integration for a marketing team before Q4,Italia,,2022-08-14,185,27312574.8,39.1,3,0,,crm_export,1
50169,Acme Group,TRVL,Travel,Partner,Analytics platform,Looking for analytics platform for a finance team before Q4,Australia,2024-09-19,2024-07-02,9,7432524.94,58.8,10,0,needs security review,crm_export,1
50170,BluePeak Labs,MEDIA,Media,Partner,Forecasting dashboard,Looking for forecasting dashboard for a operations team before Q2,Canada,2023-08-24,2023-07-07,97,2327222.07,16.4,5,0,needs security review,crm_export,1
50171,Nimbus Systems,RETL,Retail,Webinar,CRM integration,"Procurement requested details about reporting, pricing, and security",UK,2023-05-07,2023-05-16,41,24852269.09,67.2,6,0,needs security review,crm_export,1
50172,Vertex Systems,RETL,Retail,Paid search,CRM integration,Looking for crm integration for a finance team before Q1,U.K.,2025-03-01,2025-03-10,17,4262973.32,60.5,4,0,needs security review,crm_export,0
50173,Nimbus Analytics,RETL,Retail,Partner,Forecasting dashboard,"Procurement requested details about compliance, pricing, and security",India,2025-04-09,2025-07-14,264,3037266.11,79.1,2,0,follow up next quarter,crm_export,1
50174,Nimbus Systems,RETL,Retail,Referral,Data warehouse,Wants a demo focused on lead scoring and integration options,India,2021-09-07,2021-10-08,17,4405284.15,98.6,4,0,,crm_export,1
50175,Acme Solutions,RETL,Retial,LinkedIn,Security audit,Needs help replacing legacy spreadsheet with security audit,Brazil,2025-09-06,2025-09-02,45,838527.85,72.1,2,1,,crm_export,0
50176,Summit Systems,MEDIA,Media,Cold email,Data warehouse,Needs help replacing legacy BI tool with data warehouse,Italia,2023-04-20,2023-10-03,241,5037959.66,100.0,3,0,,crm_export,1
50177,Vertex Labs,TRVL,Travel,LinkedIn,Data warehouse,Wants a demo focused on reporting and integration options,Deutschland,2025-02-24,2025-03-18,60,3526622.31,100.0,3,0,,crm_export,1
50178,Summit Labs,TRVL,Travel,Cold email,Analytics platform,Wants a demo focused on lead scoring and integration options,USA,2021-03-27,2021-07-06,785,19312094.23,36.8,5,0,asked about pricing,crm_export,0
50179,Vertex Labs,HLTH,Healthcare,Referral,Marketing automation,Asked about pricing for marketing automation and onboarding support,Great Britain,2022-03-16,2022-11-14,48,16724788.52,48.5,6,0,,crm_export,1
50180,Acme Labs,MFG,Manufacturing,,Forecasting dashboard,Wants a demo focused on reporting and integration options,Espana,2021-04-08,2021-12-22,21,6733567.52,52.2,7,0,,crm_export,0
50181,Acme Group,FIN,Finance,Cold email,Analytics platform,Comparing vendors for analytics platform after a failed BI tool rollout,United States of America,2024-03-09,2024-08-13,26,2937266.42,75.9,5,1,,crm_export,1
50182,Summit Solutions,HLTH,Healthcare,Webinar,Analytics platform,Needs help replacing legacy warehouse with analytics platform,U.S.,2023-07-16,2023-09-12,135,8486307.46,48.7,3,0,,crm_export,1
50183,Nova Solutions,TRVL,Travel,Cold email,Customer data platform,Looking for customer data platform for a data team before Q1,Espana,2021-12-25,2021-06-05,109,7766963.96,NA,6,0,,crm_export,1
50184,Acme Group,TECH,,Referral,Security audit,Wants a demo focused on compliance and integration options,Brasil,2023-04-05,NA,31,6152818.78,63.3,3,0,,crm_export,1
50185,Vertex Labs,FIN,Finance,,CRM integration,Comparing vendors for crm integration after a failed spreadsheet rollout,France,2024-06-14,2024-07-10,17,20092687.8,71.3,9,0,,crm_export,1
50186,BluePeak Analytics,TRVL,Trave,Referral,CRM integration,Wants a demo focused on reporting and integration options,Germany,2021-10-26,2021-06-21,103,36488898.28,50.2,2,0,,crm_export,0
50187,BluePeak Solutions,HLTH,Healthcare,Referral,CRM integration,Comparing vendors for crm integration after a failed BI tool rollout,United Kingdom,2024-11-27,NA,43,2185770.82,19.9,8,1,needs security review,crm_export,1
50188,Nova Labs,EDU,Education,LinkedIn,Data warehouse,Wants a demo focused on reporting and integration options,India,2022-08-13,2022-09-17,757,3701990.43,40.9,7,0,follow up next quarter,crm_export,1
50189,Acme Solutions,FIN,Finance,Website,CRM integration,Looking for crm integration for a marketing team before Q1,Canada,2025-11-24,2025-07-24,15,1340766.9,91.4,10,0,,crm_export,0
50190,BluePeak Analytics,EDU,Education,Website,CRM integration,Needs help replacing legacy spreadsheet with crm integration,Australia,2023-05-26,2023-02-17,39,,54.2,5,0,NA,crm_export,1
50191,BluePeak Systems,TRVL,Trave,Cold email,Customer data platform,Looking for customer data platform for a sales team before Q4,UK,2025-07-20,2025-11-08,66,4779808.13,37.2,3,0,follow up next quarter,crm_export,0
50192,Nimbus Analytics,MFG,Manufacturing,Referral,Analytics platform,Comparing vendors for analytics platform after a failed spreadsheet rollout,Germany,2022-11-18,2022-07-27,102,5397728.15,65.4,7,0,,crm_export,1
50193,Nova Labs,MFG,Manufactring,,Security audit,"Procurement requested details about compliance, pricing, and security",Spain,2023-12-12,2023-09-13,92,3306861.61,43.4,6,0,needs security review,crm_export,0
50194,Nova Labs,EDU,Education,Conference,Security audit,Asked about pricing for security audit and onboarding support,Espana,2021-12-21,2021-06-12,52,39773311.1,92.3,5,0,NA,crm_export,0
50195,Nova Systems,EDU,Education,Partner,Customer data platform,Needs help replacing legacy warehouse with customer data platform,Australia,2021-10-12,2021-02-07,34,16835588.63,92.6,4,0,needs security review,crm_export,1
50196,Vertex Systems,TRVL,Travel,Conference,Marketing automation,Wants a demo focused on compliance and integration options,Italy,2025-02-13,2025-07-26,56,8179187.46,49.8,4,1,NA,crm_export,1
50197,BluePeak Solutions,FIN,Finance,Cold email,Security audit,"Procurement requested details about lead scoring, pricing, and security",India,2021-04-19,2021-04-21,306,23282473.97,50.1,7,0,asked about pricing,crm_export,1
50198,Acme Labs,MEDIA,Media,Partner,Forecasting dashboard,"Procurement requested details about lead scoring, pricing, and security",Canada,2025-05-09,2025-02-19,233,13415184.12,42.8,8,0,asked about pricing,crm_export,1
50199,Vertex Group,TECH,Technlogy,LinkedIn,Customer data platform,Looking for customer data platform for a operations team before Q2,Canada,2021-06-17,2021-02-12,35,4907891.21,70.7,2,0,,crm_export,0
50200,Acme Analytics,RETL,Retail,Referral,Marketing automation,Looking for marketing automation for a data team before Q1,U.S.,2022-11-23,,66,1789936.97,36.0,4,0,asked about pricing,crm_export,0
50201,Summit Analytics,FIN,Finance,NA,Data warehouse,"Procurement requested details about lead scoring, pricing, and security",Great Britain,2021-10-05,2021-03-04,73,7568661.85,44.1,4,0,,crm_export,0
50202,Vertex Labs,TRVL,Travel,Referral,Forecasting dashboard,Needs help replacing legacy BI tool with forecasting dashboard,Australia,2025-08-18,2025-06-14,283,2175755.71,3.5,2,1,follow up next quarter,crm_export,1
50203,Nimbus Systems,MEDIA,Media,Partner,CRM integration,Comparing vendors for crm integration after a failed CRM rollout,Canada,2024-08-16,2024-05-26,81,862812.1,71.6,5,0,,crm_export,0
50204,Summit Labs,TECH,Technology,Referral,Security audit,Looking for security audit for a operations team before Q1,UK,2022-06-25,2022-09-09,68,10551469.23,32.5,3,0,,crm_export,1
50205,Acme Solutions,FIN,Finanace,Webinar,Data warehouse,Asked about pricing for data warehouse and onboarding support,Australia,2021-12-21,2021-03-05,834,6699873.1,67.1,5,1,,crm_export,0
50206,Nimbus Group,MFG,Manufacturing,LinkedIn,Analytics platform,Asked about pricing for analytics platform and onboarding support,Canada,2022-12-24,2022-11-19,64,17855861.69,31.6,7,0,asked about pricing,crm_export,0
50207,BluePeak Group,TECH,Technology,Webinar,Marketing automation,Wants a demo focused on forecasting and integration options,Australia,2025-12-15,2025-09-13,128,2492610.43,68.7,6,0,,crm_export,0
50208,Summit Analytics,MEDIA,Media,Website,Forecasting dashboard,Looking for forecasting dashboard for a marketing team before Q2,United States of America,2022-10-07,2022-08-07,60,501237.31,24.1,7,0,follow up next quarter,crm_export,0
50209,BluePeak Solutions,RETL,Retail,Referral,Customer data platform,Wants a demo focused on forecasting and integration options,Italy,2022-08-16,2022-05-17,59,,27.5,5,1,,crm_export,0
50210,BluePeak Labs,HLTH,Healthcare,Cold email,Data warehouse,"Procurement requested details about lead scoring, pricing, and security",Germany,2023-03-18,2023-08-08,49,2519366.04,83.8,3,0,asked about pricing,crm_export,1
50211,Vertex Systems,TRVL,Travel,Webinar,Security audit,Wants a demo focused on reporting and integration options,United Kingdom,2025-03-14,2025-10-01,21,5633406.02,72.2,3,0,,crm_export,1
50212,Vertex Group,HLTH,Healtcare,Partner,Customer data platform,Needs help replacing legacy BI tool with customer data platform,USA,2024-04-25,2024-09-19,39,120737890.92,65.0,10,1,NA,crm_export,1
50213,Vertex Solutions,EDU,Educaton,Partner,Marketing automation,Looking for marketing automation for a operations team before Q4,Canada,2025-07-08,2025-06-21,48,2891277.74,71.1,5,0,asked about pricing,crm_export,0
50214,BluePeak Systems,MEDIA,Media,LinkedIn,Security audit,"Procurement requested details about compliance, pricing, and security",France,2022-07-13,2022-10-16,135,9266462.21,56.6,4,0,needs security review,crm_export,0
50215,BluePeak Solutions,MEDIA,Media,Website,Data warehouse,Wants a demo focused on forecasting and integration options,Australia,NA,2023-06-03,169,25567180.55,54.7,5,0,needs security review,crm_export,0
50216,Acme Analytics,FIN,Finance,,Analytics platform,Comparing vendors for analytics platform after a failed spreadsheet rollout,France,2022-01-24,2022-06-08,39,4004181.45,51.3,4,1,asked about pricing,crm_export,1
50217,Acme Solutions,EDU,Education,Conference,Forecasting dashboard,Needs help replacing legacy CRM with forecasting dashboard,U.S.,2021-03-26,2021-09-04,17,17094207.72,51.8,1,1,NA,crm_export,0
50218,Nova Group,MFG,Manufacturing,Cold email,Forecasting dashboard,Wants a demo focused on compliance and integration options,USA,2022-06-09,2022-09-05,100,4612728.52,45.4,4,1,,crm_export,1
50219,Acme Labs,TECH,Technology,LinkedIn,Security audit,Asked about pricing for security audit and onboarding support,UK,2021-02-07,2021-01-24,211,1476451.95,55.9,4,0,asked about pricing,crm_export,1
50220,BluePeak Solutions,MEDIA,Media,Cold email,Data warehouse,"Procurement requested details about lead scoring, pricing, and security",Deutschland,2023-10-04,2023-12-01,28,4494668.4,NA,5,0,,crm_export,1
50221,Nimbus Systems,TECH,Technology,LinkedIn,Forecasting dashboard,Asked about pricing for forecasting dashboard and onboarding support,Australia,2022-12-11,,49,8487452.44,49.3,6,1,,crm_export,1
50222,Nimbus Analytics,TECH,Technology,Paid search,Data warehouse,Looking for data warehouse for a finance team before Q1,Espana,2024-05-27,2024-10-25,39,1338536.63,72.4,7,1,needs security review,crm_export,1
50223,Summit Analytics,TECH,Technology,,Data warehouse,Needs help replacing legacy BI tool with data warehouse,India,2025-07-28,,153,1439618.61,62.3,3,0,NA,crm_export,1
50224,Summit Analytics,TRVL,Travel,Referral,Marketing automation,Needs help replacing legacy BI tool with marketing automation,Italy,2022-03-22,2022-12-11,142,3484428.34,NA,3,0,,crm_export,1
